uniq_id,predicted_category_tree
1b2c6d2ef16b8b391aa0221ebd673ce3,Mobiles & Accessories 
b129a98c7c0e905ca82fd73db63d9bd0,Clothing 
b51acbb3e292152a131cde140e0c376a,Clothing 
38cc9b40b62bef29b49e3c6b501b9dba,Baby Care 
a99bd685c5430bdf45a1dd01aabc3200,Home Decor & Festive Needs 
05324708277dbf2f3e8b55a660e91988,Clothing 
9b9dc9b2609d1ee4f5196221eca22eb7,Clothing 
a62b34aa0564cbf03b0132773eab9354,Watches 
45df3406c4f1301e479c58716c912841,Footwear 
7698cd2c78a1fd6105ef617445da52f9,Watches 
2b480f41409d22cb3ba9f71a0242cf1a,Footwear 
893aa5ed55f7cff2eccea7758d7a86bd,Watches 
e52f90f908db98de5f78645ccf03024c,Watches 
f355cc1ccb08bd0d283ed979b7ee7515,Watches 
f80ba21b9e77fe3a4d0e944f86305f8d,Clothing 
41aa2d73a19f0c3438b3c77134696830,Footwear 
c0824c9e7ee6b79006ce698a2a7a413c,Watches 
15f03b13b010db0a355ae094fddc9e86,Footwear 
0c7a6176e932cc20399a890433186ab5,Watches 
0aa9c84298f0b956cb879d87ff728bf8,Watches 
a66b8f58ac663190586f5c1a9745e56f,Footwear 
cf59d4e4b6583f4c4bc32c385d7952d1,Footwear 
dd0e3470a7e6ed76fd69c2da27721041,Watches 
588d8f7647d36f6e1c162984f2cd9676,Footwear 
72c4f4745fbaeb32f8c82a6ce013309d,Footwear 
41384da51732c0b4df3de8f395714fbb,Watches 
dff9da1046a392d71cca8bfb3e1f647e,Footwear 
710ed5f2393a4b9e8823aa0029f71f93,Watches 
d6eb521acd9de24c5c3faded2831620a,Footwear 
029565fee2f177b15e2cb9b7388a6a24,Footwear 
1ed3a04918640144f3c7b91edc15b493,Clothing 
f5edb6f2171b384ce99a71e52f0a64c9,Footwear 
e18aace92fadededb348d8488931a1e2,Footwear 
16655211772e017f8e207c24b8340214,Watches 
7713ac1bbb7b5c03019314a46076a6f2,Footwear 
329c5f4d7aced63e1ce3e88f41d5e7e6,Watches 
130a50a99e78426459f0d909b0bc0f07,Footwear 
47b08bfc60cb74872ac29ccb93b64ca7,Footwear 
920154acbe49d3202ed7d2ed2df1ea13,Watches 
5b085177978f863858eb88c27dfbf01b,Footwear 
3b53afd15e056d3ef13be8bbc90a35c9,Footwear 
3a9689400032bf48b5487b9a878b90e7,Footwear 
f292c544825690b4f64504befa2875e6,Watches 
ff1a8e7edc438d81753fb1d1e961072a,Footwear 
5b60beedcf050b87e5b5ffcf3291086e,Footwear 
b8950a817c882307669cc6cdc34fbb93,Watches 
fb2392b67efbdcd335221c79b880f303,Footwear 
cdc184d8b1f13b6b856e44260398cb98,Footwear 
811ac21c8b5e08260dc0ee4288cbb472,Watches 
a468d980aaecbf4e1018e341772669df,Clothing 
e0a3585aa6424706c5b3fafd9d72a84e,Footwear 
fd2fed517efb6e4c9824eb12e436d19b,Watches 
a919c3ae44e0f1d2e1e5cafe7ea057ae,Footwear 
08452abdadb3db1e686b94a9c52fc7b6,Watches 
eb7148dc532ca3a71f0c88fe1d617b4d,Footwear 
a8f99924be2c3dc4c6c4d0208f55cc66,Footwear 
1e8741b5ae27a513546c94b3f3312aee,Watches 
1cbd0a513268feade315cb09bdfb66e4,Watches 
85bf557c3728428485761f3df2289fc0,Footwear 
1152067424d4a5a6f562e62692452da0,Footwear 
c6c1eca6e11a3b8e347feb7c35a29680,Footwear 
da9e88f44d938a63290cec6ab8bb1871,Footwear 
a8980adc2e8740e50dc4d305da965409,Watches 
af6b07bd021da2fba6f993eeda27b2ed,Watches 
423ec6b3b699983c31faa16a39fcb60e,Footwear 
78c73a39ced929d204418bcc80f3058d,Watches 
8be1f8b6f7207c71205c652e0a2cac75,Watches 
eb4f1bcaca52402bc2ec1a93dce85013,Watches 
8a51a9757dd11c3a47f948d99c11a481,Footwear 
c9b137687a6ba49b8ac767f9c83b12a5,Watches 
a6f4e66cf99bce007792c6a8fdbb3d10,Footwear 
adc5274c2422dbc21185039f7589d3e6,Watches 
d447a50211d5e0246ccbb3212cc2b8de,Clothing 
077967ce96ae71fb71a684020f58bc59,Footwear 
1e612e880fe7119f93caf9a1c5ffb6b4,Footwear 
c35ad9935596de3d0d0134a806396072,Watches 
8782cc47269fa18d54998b55ed1124a9,Footwear 
45ec8cf2bd446146b8ae743e7803ab8f,Footwear 
189fa66a5fa6f08d2802a62ecf0be298,Watches 
eca609c78e79ab510dc43cffeef22cc2,Footwear 
8e802c5ef0aa3d98654d8b61e21a9cee,Footwear 
bbb8cdc5406ff60ff06ff64630f2ca47,Watches 
a7217cbdcf32fcfc22080c02b2bdb2b9,Footwear 
807302011d3d8f4d88860cff2cb16dee,Watches 
4527bbaf1bec166066c5ca90e4992655,Footwear 
1120bc768623572513df956172ffefeb,Watches 
522cc294663f3cf4bf1774d060ef949e,Footwear 
36b84f61c91a47822d6863963aad5812,Clothing 
a9078723d7abc68d9f5adaf42d502583,Footwear 
65fee026fb77433fdcc4ad8c2f6a0239,Watches 
5479bb7028827d60000720a2c135976a,Watches 
733aa1e801a139fa8dc7be9f0eff5ee0,Watches 
377acf980df19ffec9fceb3374045aef,Footwear 
e700d9bcf30a1be23a476ca0245865da,Footwear 
4dcd5dfc481ab82813ff8084589a7e77,Footwear 
ba2673ae70331fae9834a1e89222407b,Watches 
da1708ea7bc596fd298546edef0bccfc,Watches 
4a64690816ae10828372e143bd6f0bcb,Footwear 
5f081c3b36ae72605ad87d65561802f8,Watches 
4e4d4d2b9d625ed2401718a411a3ddcb,Footwear 
606f4194a6d47bbcae253e22dc261e97,Footwear 
06c75f30f1b28273c4d3b0df8f2e8eb8,Footwear 
16e51ebfe30d03f9d1563e0fbc0af062,Watches 
906b3a5912453ffced2dbd0fc4bd495c,Footwear 
7ebca8e1830a1a7041f77c342b1282ee,Clothing 
e48133816aeb071339fcb03b9e8c0c32,Footwear 
35eab2a05e269441bdcaf6a3bad1b546,Footwear 
a45c097adcf59401d1ac57ac632d8d71,Watches 
dfa536b435f093dc6ad6f1d5094eb726,Footwear 
ccfdfc13491abbf4225b1e31c83f7a9f,Watches 
37d02e85eecd26fd35d72383f237c393,Footwear 
16c2a51f0221e07bf1c3fc6b9e8e9f91,Footwear 
62c35de4df27437d3597963fac55a8b6,Watches 
70a5697b744f4d9c643fb961bbe2da6d,Footwear 
33d97d63c037078cd3f08033966d6a88,Watches 
38f76561c1a98d104bc1a84879a8ff47,Footwear 
e528bc66d53b8e1d8196da5b20f045ab,Footwear 
92575fe20a9a1795c4e26c9299166122,Watches 
a259ce93922e4a85da7777496d74d7dd,Footwear 
fda7cf99231911725aee46d57ce8e6c3,Footwear 
d7ca2b06b4f4d3b98c61c377b18a2d6b,Watches 
b7dc0087348ad77ccc09ab6a9c09d2da,Footwear 
f74476ba64365d97a5be7d375cbf4c7a,Watches 
f9cfba716a28cc866d93111218e82908,Watches 
7ffa15f02724bcd799ca7d2ffb673a79,Footwear 
3dd037467871ed745e011096149c9fc6,Footwear 
a55b4f633fcaee55344ac4aac13cbfa5,Footwear 
15848e0fa49ab6eabda6d965aedb4f6c,Footwear 
f0ddd7ea1e184721acac4cb9a21e77b3,Footwear 
dc2ea06f188cfc21a44ad087ab7cbfdf,Watches 
2d89c80253d471781b7926f8107e7078,Footwear 
bb968801d62add091536d412b2c56b8b,Footwear 
324f32c19cf1fab802126f11ea1de785,Watches 
0692381f01171e637f248c933550e478,Footwear 
b8785373140e7542e1fd524857f7e274,Watches 
4b2c7a17ad687d238245e63b52c07721,Footwear 
69ca41aae61c7b5fecd53ea08fba3226,Watches 
2385354f771d9e50ab86ec2425a3873b,Footwear 
fda50982a672ef8835de5c1cc86f8bfc,Watches 
88894166380fea0ef00618c9fe64154c,Footwear 
4131687c6dd5e3689c56e604e2992027,Watches 
f1c0ff9c0a038fe4164bb013a80de8ad,Footwear 
00c252ee9259c6d6257c87a6ac865313,Footwear 
4788f5466992da09024b8ffcc8a5cba4,Watches 
7865f023074a017c3f4f60ca8c4c3967,Footwear 
a6456e9e8f9a8ceaa2d68eee7a94c87d,Watches 
85482436ae7de663ba0950110a3ba510,Footwear 
6712cb52a608a7cade6569880dc3f5b7,Footwear 
2a342edc6ce89cb5c6892be8c78c1af1,Footwear 
de9c564d1a29a3dc35754bceb9f8baa8,Footwear 
fce3d01210868fa4f281b0e55d40b7a0,Footwear 
fe0641da3a28bc42a1cc7dbf45178644,Footwear 
f5b56b74cab686a72d10d5fd212fb81e,Watches 
a16cc763817964b2c77e56ecd218a6e8,Footwear 
653826cd53f1d9e2c086c0ac7846ef70,Watches 
b79ed9e338cf028d849dae39f6c39ea7,Footwear 
a5c993463f503760919728797dfbc83d,Watches 
be0aa17665e9a27ef1ab0ce134e6aee5,Footwear 
22f01c289c956a7d29b15ea99d199963,Watches 
e0f0808a8985bf1de9449f7ff544bab6,Footwear 
a51bbd403085e6558f8c279322d58997,Footwear 
fc69831b78bfcc3eb4bdd3afa1c9bdaf,Footwear 
3c74db45cbfc14a78b8466dca494b3bb,Watches 
d6a4b62067d04cab8397e76e01656d0a,Footwear 
5f9f896bbba455cd8a5783568845b370,Footwear 
137f121c9d6bc7a57276601492659060,Watches 
d6769423b5a242f243dfac15cf2c099b,Footwear 
c627c22b7509fbcda4f345a2c2d71765,Watches 
e160675a10e0ecdf05e0d33f5a5f6da9,Footwear 
b0a058029072532046d05ac98ff1cae9,Watches 
4620e6de2e02c35d401247a94825710b,Footwear 
4aa047f14885c74f155ce5f973e14dff,Watches 
3e8b8d026d02a3979ed49fb219862a18,Footwear 
feb1e09790d2e4ed3c7a2f340b29b5d2,Watches 
ac04e44ba4ee07a49665d416c83c5759,Footwear 
ec45690035642743c94f24fd34aa50f2,Footwear 
1eff9a937b854be00b2b4ff2ffced76c,Footwear 
3ffcf4706979d2f33eef3760e8c9bbd8,Watches 
7c4fec2331da8d40f2cb146eb198cb57,Watches 
4af05dd757791f1e82e22660fecb16e6,Footwear 
b52073e7ed9c00c4108cae4eb0c49c1a,Watches 
ecff61d66f90aebfbad9aca7932d60fe,Footwear 
4555d3b8f1d41b0d55365e7daa171f5b,Watches 
ee8d9ff65e0fe4278afce7c933d30941,Watches 
01a9353b9d20f72b12844dae15a8d77a,Footwear 
788dc3a3da91c0f46a7c465e07f91dd4,Watches 
671fdf870f28e7f2cfe273cc94c4c56b,Footwear 
e8194d7d46690b12ac80bb75ecca3b05,Watches 
8b1c8e10ebebd9c7a7cdb1a791c5b555,Footwear 
960ad1ac72e3b9e024f4316d7319a8a9,Watches 
0dbdae68e92e74fd83bf5f3ad5f247c6,Footwear 
293435cc5cec8d132b79e2828fa68a58,Footwear 
2d267f737c2065a56a3f9941316247bd,Footwear 
aa6f88f737d0ac54dbf840e12955cac4,Footwear 
72ee12931eef1360713ce545939bedc3,Watches 
608d96ea8e30002c7c5edfd8aa3e12b8,Footwear 
ef23af49bf28973866e3b39bab1658a8,Footwear 
29b1ca231e10d5269516b80bf9d0dffc,Watches 
bf585ba904709b25c269abef4a41064a,Footwear 
7f42e78c5e08b86943cd1c1d4402b6eb,Watches 
0ee21bed347d127ea1390ea790b6d7ae,Watches 
428d763c788057ec85b9f9c8b99a7a28,Footwear 
6f46e8c0baeb4143f10e61fef49f976d,Footwear 
c95eb9ddacb5e5567018680e5812163e,Footwear 
8b268c1e68f198ae2e934717d49f48e9,Watches 
861c3b96f62da6d32cdd10ded7910252,Footwear 
01d05970b33f87076292f476bf210625,Watches 
97edddb727f85bac39e2918b5c5a7b42,Footwear 
80434e3630d67b0ed36b587041d4bc9d,Watches 
a756418e7bbcd26d9d43fb7548dc845d,Footwear 
bb363768a5f11200c6379fa27f10b235,Watches 
b807d4941ab84069bd0ca39dd8952540,Footwear 
a66eb5d26256dba8c1d22022603776c0,Watches 
b707fb4e10ebf63c88be8c6a8e50d038,Watches 
8a51adce678b874bef63d8a8a7d28ea4,Footwear 
e99e80733881ed8418dc2510061b2cfa,Clothing 
d6abf5d1b5dd2dd4a625112c2054aa26,Clothing 
e920cf23fa55a8c5538d65b5f0dcfd33,Pens & Stationery 
bb13c21a4941d1658d6d3372d2aa9ac5,Clothing 
5a2a5a43c64bad7c50a8262e9d9901a2,Clothing 
ba4264a63ff817717897b044bbdcbee7,Clothing 
87ff92f89ef9d34b3d71c36955ce591a,Mobiles & Accessories 
11d524b2d4c0597d8a5a82a562679c8a,Toys & School Supplies 
586eeb4560a368e6fbb5d73af3e3aa93,Footwear 
860a432976251e6815a794ff4779d14a,Footwear 
eff607ce599e3838eb6c59924ef228c6,Mobiles & Accessories 
74e0a83132ff1773921a9cd753dd1dc8,Jewellery 
e9a27ff8a97baeafe5eca5d85650bf14,Jewellery 
58fa040c7ec0abf7cfcbf80f838a2143,Jewellery 
4eeb1b062357172bcb2a2a2dc4b0f174,Toys & School Supplies 
0e97b487f7bbe29daa0a95860e237998,Clothing 
3adf968486ce470227c52778fc7a7991,Jewellery 
9d01e24c377a84d8e4303f5365a2bcd1,Jewellery 
f751d8e5d9b830e051165a9f09cf0acf,Footwear 
c21797584df93e18c7d25f5ac8f779e2,Footwear 
3562b922f66f3d5f650974435293e8a6,Clothing 
22bb7e0420985bcca1f32560a4b52cf9,"Bags, Wallets & Belts "
796e52c782c71e33f33b6665d410f21e,"Bags, Wallets & Belts "
d084ebfdd61a98960b4e4b728bfea559,"Bags, Wallets & Belts "
849588c6934255174b56d26814709ad8,Clothing 
4889f91f48c3e1260a8fb3b3b83fe6f2,Home Decor & Festive Needs 
e9714c49af6cbda0022923106a6f8bea,Clothing 
7bcfca5a3c50bf05697a42464206e2f0,Clothing 
6e3228b3b9e9462fa48c793960a17524,Clothing 
370b76dcd0ef56452d49b818189d453e,Jewellery 
af17711a2f254175187bb14737471681,Jewellery 
d42067f653fe816e1fbb3eb5b7b9e47f,Jewellery 
0d527d4bfb1cd3fbc259569256a9f9bc,Jewellery 
8fabe91e0b3b3bb7da5295bb483eaf24,Clothing 
04076658738e8bfcec3d46294abf1a67,Jewellery 
47e019502ff3bd0fcac96d71c953bb2c,Footwear 
08b765e7ec8b5e5e49b3b3ab10537daa,Clothing 
cb235b669dbf76d72ab1608a01ff61db,Clothing 
ad50773192afcbe6a76a5ea3ea3c9d43,Clothing 
0ddebfa97cb83ee0c86f108641ef5189,Home Decor & Festive Needs 
b9a753abc32e2eb9252507174b01de27,Jewellery 
ee5549ea34672eb313d4c5e2c04d8a30,Jewellery 
f3b806b1a2b8ab38869a784b09bd716e,Clothing 
8733d8c1219d4ac63a9a15aac09d0c01,Clothing 
46f622a6688caa767a3f6cceb9fa8aef,Clothing 
198d1c5f878b00791bea5b3adf00ccc0,Clothing 
d988dbb10d54671d92c98e61129399c0,Clothing 
ee140a256905838a01bbebe919330536,Clothing 
9965d5fc650def69464bee1c19b52598,Clothing 
89904d9fd021a498f519fbcbfc654504,Clothing 
5681d0650d64d77d41d1e946b6580220,Clothing 
7295b59311f9124eedbe1c49f2278fb9,Clothing 
559efdc406d377d48811e006fff9257e,Clothing 
f8be073ac46a6a483b3b4216224fcd99,Clothing 
7ef2b198fb864141f5d4a5f425b5faa7,Clothing 
ab835ab63482692c69f24e59abc858ad,Clothing 
c1cbcbc28ebf16e97d95cde63f2a635a,Clothing 
0b350e8d5379eb859980883a9192c1c9,Clothing 
ca1d2871ce9800a24469cc1fb5ec1a35,Clothing 
f3f092f640f006da8346819a4423e67d,Jewellery 
aca6fa708fa2aa9528bbfc32ae83e733,Jewellery 
585c623e052d18f20c0e9cb9730c0d69,Clothing 
c6af1bc4185526d31087503b5fbf70ce,Clothing 
127e27ece6938f442d67f1b3ee13ccf2,Clothing 
ec97a8e16f5cc45a7de79041ce6dda0b,Clothing 
135524f18e0ac6e3d008fa81b1576dfa,Clothing 
80f337a0fa0625579864ce899588670c,Clothing 
b3fada85cc9295c1010f607904d5bf74,Clothing 
50b41d9bdafc32c21d6fb85c5dd328fc,Clothing 
520bbb069932b07b3812e6f9c7ed2c6e,Clothing 
96e64317587fe587e5c82646e8ffd361,Clothing 
130433c076c1348ca4dc1d32f941020e,Clothing 
bb618d4563a3854adfde275355b58690,Clothing 
eccf4762ad1de490f8de6f13ad7365c9,Clothing 
b47890c2d84778d09658dd072aca9d50,Clothing 
75401e9e1232f542d91440a6a8bf9543,Jewellery 
7a182c5c116db5b4276361b3402d7dc8,Jewellery 
106046a1457d7a7f380dd3fe2cd75c33,Jewellery 
038459e2a0372ee61a11401f4cc51bf2,Clothing 
324784fa627563faa36c98062dd5eb02,Clothing 
75e63996bb7901fe2f5422c909c83149,Jewellery 
fe7d5218895438b3f791e77d801f2128,Clothing 
ddd03678e70bb07350606c8983df35d4,Jewellery 
e0f0e5d360b14e137e5b438cd99f5849,Clothing 
0a98a4246a81a182d635ca36ccc81c9d,Clothing 
e44d8aafc787cea6c851bb01ae2c704e,Clothing 
9ff03a2eaf2dfe2c2cc13c159c5523f8,Clothing 
84d7c931496624258a367e542fcbb7c8,Clothing 
65e2abd46ea9e6ade1c215196f0a37dc,Jewellery 
a5bfef5b28f5fb08b6f66df0d83c0c97,Jewellery 
dd7133ff8a169bef643f69e8d77bcde8,Jewellery 
15814b5b2ba4b6ff16ef8d3692e5821c,Clothing 
83f547de6e1a3b43b1045d0f39d20d19,Jewellery 
5380ad11d79479435d3121db20474d6e,Jewellery 
465662da5f4b41c475d51684084f59c7,Jewellery 
9d442ef603d3149cf53c95d9b4cb490f,Jewellery 
603150b1b1aef33678c330c22a76a18d,Clothing 
c323b5a64d0f51dafcf1e3730dbbdbf4,Clothing 
d0b2ff6a4250098ea84368c59a1185b7,Clothing 
8796f21208ffeba0823845346f4be530,Clothing 
7469f0111f8d34c42100f7c3001acde1,Jewellery 
ec38ef14321446e15312ebda18162c78,Clothing 
944e519a7fac6d648246603aa4639b62,Clothing 
cb3f1acf06c356feed26973d51f78bcc,Jewellery 
4087e8f2c0aefe09457ec6eff0fc564a,Jewellery 
38122f3361aa04dcbc7b7aea2d0d7aee,Clothing 
6cccc848e8eb02d27e40c466a2ebb234,Clothing 
f9f9723a6117697f96b0f8c59f1292cb,Clothing 
29d1c93facf075f0baae561a275cd75a,Clothing 
7f648116541a6100389909fbb7e88a2b,Clothing 
e2cb21630dd11ca5f935830f4a8d1bb2,Clothing 
87e9596cfb4cb8a94965b781cafa621c,Clothing 
1a1c31d7d73fe0e0090bf07fe5a3f4e8,Clothing 
dc279725fe71b76a7866c14ae220a6d9,Footwear 
54371d19020cf5486e3118a71e43dd30,Clothing 
4d65336a84de9fce6b0753befe9bc4b3,Clothing 
82c661c120b5040fa7383eee7e08ebe9,Clothing 
521c49158c09a0b765ec742987f08fb2,Clothing 
e0848a26ab3e667c434fd435619e5ea9,Clothing 
bfdcd09f003dbf6e5a0685029b118545,Clothing 
d6883e16c9863a8d09a42c0d06afd7ae,Jewellery 
325c294de01be7e172feb49dc89189be,Jewellery 
290c21c415224071316eaa63dc0ebd49,Clothing 
7f2d7f756f5d2163e3fba1f6a1b8de4e,Clothing 
9b3b8f9b4f37b726c72b312e5db14aeb,Clothing 
92b9ea96e2bc01863dbe0396ea540f99,Jewellery 
f359bb13673c61ddd24664dee5f79d44,Clothing 
2f532e42187b928473c00f0c69a6a17a,Clothing 
665a24df1812d30a3f77cb4eb6211376,Clothing 
c0a1f6d9899583b07190a1e746ef8b38,Clothing 
4f1eaddde3bdfa7e5898e4641e4754b6,Jewellery 
26b77888c8408c60006d1b3ff331b5ad,Jewellery 
8641b2d3d40163708495f9d09a3d0cd5,Jewellery 
d3d0388e29c2a836b00262f13e0eda42,Clothing 
5510991070a1e6772052172d81003a3d,Jewellery 
26fc529ea4d74e57f4a9c7318d72c72a,Jewellery 
8fba991927f00f377e1b2dbf1824dd78,Clothing 
c72001e7544d808b9804b4ec37465d32,Clothing 
ff315b50dc07e7917a261544f0feb063,Clothing 
f7e634a0ac92e2b2c4243d6dae2bfc25,Clothing 
6062704061bbe10d03c8a7afeb1283ce,Clothing 
7dd13d04ca61fdd43fdea09e887ed901,Clothing 
368d081ac9efc6d56255fb88cfe185ca,Jewellery 
126a2b4e185c2f7a4908f628c8cb8472,Jewellery 
f53e7a8aaa0889f82c7465fe725eea1e,Jewellery 
b1d1076fc8267bdaa6a5d49f4b180ba5,Home Decor & Festive Needs 
3d47967be194f6fe89814a62b0ef72f5,Jewellery 
cb27a8177c501261c212397d9491eea0,Clothing 
87adc80e4c71ee3bce00abd0fa06ef4c,Clothing 
9dd74ba09308fb38167fa82059be4425,Clothing 
31be3ce005eb1bb40002737dc7fb0643,Clothing 
96d63aa58f24fafb164e67d33ca847af,Clothing 
29cdf5689181b2f86f2c480db525a263,Jewellery 
8697caedde118c4848fad0566646ad45,Clothing 
a73090bdd5d83d93630caf78ebc437ce,Clothing 
2c96ec1b2c02e4c29bb61d03668478a6,Mobiles & Accessories 
fd41178d3e845364fce52914580fd852,Clothing 
be42df7c45ea5505cb27c71e981010a3,Jewellery 
a48082f2eb2ae7b9e1f91303f167fb81,Jewellery 
9d87bafdcf94cdef4456fae11542fc7d,Clothing 
51859c73c20ed8abf623483c14ec7764,Clothing 
7d922ec823d39e88c5a26e957537c9b5,Footwear 
2ad80021d1c17fbfc75984f47ed2b5a7,Clothing 
2c12677bc5bda5cabd17dc5a4e8eec07,Clothing 
1c17d0a861c28440fb7589e975a2ad02,Clothing 
28a29c4d8ec250920e3faf8f95ae9f2b,Clothing 
28a6c1189460dcc6962468eb01af6272,Clothing 
d267f7af81aadac6d1c0d6d39feb5a01,Jewellery 
7050697f8923bb5c5d1c799a9c4eab96,Clothing 
e6f89637a64f732f4c64e9afa7708733,Clothing 
6dd6559c189df1299495e5ac605c08b6,Clothing 
998626f7d4d23095d9c9f0cce2cc03c7,Clothing 
8f41719e1c212d3155ba539ee3107fce,Clothing 
0b2088ddaeda6f9a104172defc352c83,Clothing 
005e8286bfe14a4db4c43e6794be20c1,Jewellery 
344ff5b9f6ae8f820810ae9c8db4fa3a,Jewellery 
15bba5aa62ee932c45c47edb8a3f846c,Jewellery 
5f530f3a96833b2c7b7e6d138845d22d,Clothing 
31f655d8cce00660c198924ccb5b3f35,Clothing 
012afb03345b895f4c3619eb4cf5fb4a,Clothing 
71a309e08631b0775b7f65f3c2aa88ea,Clothing 
996932b6f685cd7c9bf35d55633de3fb,Clothing 
972b1d7f38c59f218cd598c6f54a5e0d,Clothing 
6952b70b2b54f39137af18f02e8b87bd,Clothing 
c11744f19b574254004909b877972e00,Clothing 
37b9048ea6de8af9dd65ed3830bf5b3d,Clothing 
0e292da6ef4ea26301710552c2fa5b6e,Clothing 
c9dce0336769c73342915057df928cb4,Jewellery 
293b14d04dc5bbe88cbc992353f15aca,Jewellery 
a157d2953bbff7ad8535a2ef67ccabcb,Footwear 
b168c7b936c3ad9d9a02f1bfafa4926d,Footwear 
e1bcf2d8f9cf870c9d83b64fbfa3d335,Footwear 
914146b77022c4c8bdd31961d3797640,Footwear 
fe04020fa6a44c430032ef1a18f7724d,Footwear 
6ae42b269ffc7c89d5e6a5eeed46a2f5,Jewellery 
bb5be79ced7726c80d98ae412f762656,Jewellery 
fc2e49287cd9fd5cfff605a8aff22dc4,Jewellery 
945f5557bdb81965d10f38cef8dca745,Clothing 
935ef022ae95f141f4a987af266e84cf,Clothing 
d14bc32eb8430ce98fe306d753845828,Clothing 
0754b91420bcbc9290e474432f7d2d69,Clothing 
8abb7ac2b8d4a0e7eba7b13679702e04,Clothing 
50d9ee480ba4a59cfb056c18f75a7211,Clothing 
62a05dc8844be56ad9ed9f695e0ee7cc,Clothing 
874f4860fb0afb6ff491e7241bd88557,Clothing 
1294ea7211d3e1feb0cd8c95db9819ee,Clothing 
3b69dc3d11bf66dc27cf7427023ea702,Clothing 
0ca3e131aff651971a6683904575539c,Footwear 
f6e2f96183d4d6563e6b3f85d9c4bc79,Footwear 
ea2e9893e2dd294f495f78308b9408cf,Jewellery 
8024f95c025dd369db86473eb903995f,Clothing 
f441b0a502270c9c0a170c19fca43078,Clothing 
8920dc64b18fee3f8c5bff5499fd2f5d,Clothing 
4121078e5fa36fe3fedcbbf0950e9851,Clothing 
ebd53621ef37807f0d60dbde419a1189,Clothing 
1f772435482dc2469655db107d95f045,Clothing 
f6a698c46120ae6718347eebc9241ac3,Jewellery 
ba959d47815c73c262dcaefb1cccbf50,Jewellery 
e6eeb39f07f1ad2b81c3f99b4611ec89,Clothing 
d835d5340ca3046e59b8b6b829a5702b,Clothing 
bf9ded33f8b7649664ae398ff07036e0,Clothing 
9aaad169036fb0d1c3b833e35cb0c887,Clothing 
93a4cd714740bfe20a19780738adca6d,Clothing 
8b47fff1685a0937fbdfde6aab03b8a8,Clothing 
8833216c93fab98ca0d75d7cf4a177c4,Clothing 
8e0da2ef46bd4e0e1a18eea17a749067,Clothing 
66498ec712dd9a570d6b3b96ed54f1c3,Clothing 
cc9bb70dfe6af483fd0bceddaef148ee,Clothing 
9e5cbe13015251992663085d42ab1082,Clothing 
5599405561a65b267e616d579b818ec3,Jewellery 
c5f7edb5fdc7819a15bad275a869a12b,Clothing 
b6c730cc212ea6ed426cbc0db8f6ae4d,Clothing 
91d8aee2696ee7698a425d84b1887a7c,Clothing 
2e147ae9af0687c2f3e42cefd1c4470c,Jewellery 
21543e591acd33c5e4a9aa932ab496f4,Clothing 
e061c1a2d7bf1b1993bff9ed522989a6,Clothing 
